Gene	strand	SwitchScore	Tissue1	Tissue1Inc	Tissue2	Tissue2Inc	GeneDescription	chr	start	end	Event_hg18
DOM3Z	-	0.27	breast	1	colon	0.73	DOM-3 homolog Z,Protein Dom3Z (Dom-3 homolog	chr6	31971319	31971681	chr6:32047076-32047437:-
DOM3Z	-	0.34	breast	1	colon	0.66	DOM-3 homolog Z,Protein Dom3Z (Dom-3 homolog	chr6	31971319	31971725	chr6:32047076-32047481:-
n/a	+	0.38	cerebellum	0.62	lymphNode	1.00	n/a	chr6	3264173	3264325	chr6:3209407-3209558:+
n/a	+	0.36	cerebellum	0.64	lymphNode	1.00	n/a	chr6	3264208	3264325	chr6:3209442-3209558:+
C6orf31,AL050203	-	0.45	MB435	1	testes	0.55	Chromosome 6 open reading frame 31.,Homo sapie	chr6	32150367	32150906	chr6:32226123-32226661:-
n/a	-	0.41	MB435	1	testes	0.59	n/a	chr6	32192147	32192250	chr6:32267903-32268005:-
RXRB	-	0.49	cerebellum	1	MCF7	0.51	retinoid X receptor, beta,retinoid X receptor, beta,Ho	chr6	33199168	33199416	chr6:33274924-33275171:-
RGL2	-	0.34	cerebellum	0.67	breast	1.00	ral guanine nucleotide dissociation,ral guanine nucle	chr6	33298454	33298651	chr6:33374210-33374406:-
TAPBP	-	0.25	cerebellum	1	heart	0.75	tapasin isoform 3 precursor,tapasin isoform 2 precur	chr6	33313216	33313477	chr6:33388972-33389232:-
DAXX	-	0.34	cerebellum	0.66	breast	1.00	death-associated protein 6,death-associated protein	chr6	33321718	33321974	chr6:33397474-33397729:-
DAXX	-	0.32	breast	1	heart	0.69	death-associated protein 6,death-associated protein	chr6	33321718	33321977	chr6:33397474-33397732:-
SYNGAP1,ZBTB9	+	0.93	brain	0.93	lymphNode	0.00	synaptic Ras GTPase activating protein 1,zinc finge	chr6	33442452	33442494	chr6:33518208-33518249:+
SNRPC	+	0.31	T47D	1	lymphNode	0.69	small nuclear ribonucleoprotein polypeptide C	chr6	34757911	34757954	chr6:34833667-34833709:+
ZNF76	+	0.51	cerebellum	1	MB435	0.49	zinc finger protein 76 (expressed in testis),zinc finge	chr6	35293750	35293915	chr6:35369506-35369670:+
FKBP5,AIG6	-	0.3	HME	1	lymphNode	0.70	FK506 binding protein 5,FK506 binding protein 5,Ho	chr6	35591129	35591220	chr6:35666885-35666975:-
CR621085	+	0.39	MCF7	0.61	testes	1.00	full-length cDNA clone CS0DF015YM03 of Fetal brai	chr6	36474788	36475062	chr6:36550544-36550817:+
SFRS3	+	0.7	colon	0.75	liver	0.05	splicing factor, arginine/serine-rich 3,Homo sapiens	chr6	36599820	36600276	chr6:36675576-36676031:+
DKFZp434H012	-	0.99	MCF7	1	testes	0.01	hypothetical protein LOC55776,hypothetical protein	chr6	39109313	39113720	chr6:39185068-39189474:-
MOCS1	-	0.54	breast	1	lymphNode	0.46	molybdenum cofactor synthesis-step 1 protein,moly	chr6	39909039	39909102	chr6:39984794-39984856:-
MOCS1	-	0.59	breast	1	lymphNode	0.41	molybdenum cofactor synthesis-step 1 protein,moly	chr6	39909054	39909102	chr6:39984809-39984856:-
CCND3	-	0.37	BT474	1	colon	0.63	cyclin D3,Homo sapiens mRNA for cyclin D3 variant	chr6	41940369	41940585	chr6:42016086-42016301:-
TRERF1	-	0.39	MCF7	0.61	HME	1.00	Transcriptional-regulating factor 1 (Transcriptional-re	chr6	42263259	42263568	chr6:42338976-42339284:-
TRERF1	-	0.35	MCF7	0.66	HME	1.00	NA	chr6	42263319	42263568	chr6:42339036-42339284:-
TNRC5,FLJ00338	+	0.3	cerebellum	1	HME	0.70	trinucleotide repeat containing 5 isoform 1,trinucleot	chr6	42934377	42934598	chr6:43010094-43010314:+
PTK7,DKFZp434L0	+	0.3	cerebellum	1	MCF7	0.70	PTK7 protein tyrosine kinase 7 isoform a,PTK7 prot	chr6	43145199	43145432	chr6:43220916-43221148:+
TJAP1	+	0.26	cerebellum	1	skelMuscle	0.74	tight junction protein 4 (peripheral),tight junction pro	chr6	43478086	43478232	chr6:43553803-43553948:+
VEGF,VEGF41,VE	+	0.37	heart	0.55	skelMuscle	0.18	vascular endothelial growth factor A isoform e,vascu	chr6	43780731	43780785	chr6:43856447-43856500:+
VEGF,VEGF41,VE	+	0.39	HME	0.57	skelMuscle	0.18	vascular endothelial growth factor A isoform e,vascu	chr6	43780731	43780803	chr6:43856447-43856518:+
VEGF,VEGF41,VE	+	0.67	MB435	0.14	heart	0.80	vascular endothelial growth factor A isoform e,vascu	chr6	43781955	43782052	chr6:43857671-43857767:+
VEGF,VEGF41,VE	+	0.84	cerebellum	1	MB435	0.16	vascular endothelial growth factor A isoform e,vascu	chr6	43781955	43782087	chr6:43857671-43857802:+
MRPL14	-	0.3	cerebellum	1	lymphNode	0.70	mitochondrial ribosomal protein L14	chr6	44116540	44116629	chr6:44192256-44192344:-
TMEM63B	+	0.31	MCF7	1	testes	0.69	transmembrane protein 63B,transmembrane protein	chr6	44135327	44135366	chr6:44211043-44211081:+
DST,BPAG1,KIAA0	-	0.79	cerebellum	0.21	MCF7	1.00	dystonin isoform 1eB precursor,DST protein (Fragm	chr6	56463045	56463156	chr6:56435803-56435913:-
DST,BPAG1,KIAA0	-	0.63	MB435	0	skelMuscle	0.63	dystonin isoform 1eB precursor,DST protein (Fragm	chr6	56464684	56464756	chr6:56437442-56437513:-
DKFZp586P1420,M	+	0.3	cerebellum	1	BT474	0.70	mitochondrial translation optimization 1 homolog,Ho	chr6	73473364	73473654	chr6:74239809-74240098:+
SENP6	+	0.34	MCF7	1	skelMuscle	0.66	SUMO1/sentrin specific protease 6,SUMO1/sentrin	chr6	75702644	75703072	chr6:76469081-76469508:+
HMGN3	-	0.87	MB435	0.13	skelMuscle	1.00	high mobility group nucleosomal binding domain 3,hi	chr6	79202055	79202155	chr6:79968492-79968591:-
SNAP91	-	0.29	cerebellum	0.71	brain	1.00	Clathrin coat assembly protein AP180 (Clathrin coat	chr6	83592454	83592538	chr6:84358893-84358976:-
SYNCRIP,CR58996	-	0.42	T47D	0.58	testes	1.00	synaptotagmin binding, cytoplasmic RNA,synaptotag	chr6	85641291	85641451	chr6:86407729-86407888:-
CR592254,NR_003	-	0.45	HME	1	skelMuscle	0.55	full-length cDNA clone CS0DI004YM02 of Placenta	chr6	85677794	85677875	chr6:86444232-86444312:-
CR592254,NR_003	-	0.61	cerebellum	0.23	T47D	0.85	full-length cDNA clone CS0DI004YM02 of Placenta	chr6	85677794	85678032	chr6:86444232-86444469:-
CR592254,NR_003	-	0.55	cerebellum	0.37	T47D	0.92	full-length cDNA clone CS0DI004YM02 of Placenta	chr6	85677953	85678032	chr6:86444391-86444469:-
C6orf162	+	0.37	brain	0.37	heart	0.00	hypothetical protein LOC57150,hypothetical protein	chr6	87330691	87330712	chr6:88097129-88097149:+
BC033061,C6orf11	-	0.53	lymphNode	0.47	skelMuscle	1.00	splicing factor, arginine/serine-rich 130,splicing facto	chr6	99416348	99416428	chr6:99970946-99971025:-
LRCH4,PP14183	-	0.31	cerebellum	1	heart	0.69	leucine-rich repeats and calponin homology (CH),le	chr7	100577085	100577389	chr7:100012645-100012948:-
EPHB4	-	0.26	breast	1	T47D	0.74	ephrin receptor EphB4 precursor,ephrin receptor Ep	chr7	100805165	100805321	chr7:100240724-100240879:-
FLJ00100,FLJ0000	+	0.29	cerebellum	1	lymphNode	0.71	solute carrier family 12 (potassium/chloride,FLJ0001	chr7	100859049	100859161	chr7:100294608-100294719:+
n/a	-	0.35	BT474	1	lymphNode	0.65	n/a	chr7	101244006	101244139	chr7:100674008-100674140:-
RABL5	-	0.45	cerebellum	1	BT474	0.55	RAB, member RAS oncogene family-like 5	chr7	101318123	101319032	chr7:100748125-100749033:-
RABL5	-	0.25	cerebellum	1	adipose	0.75	RAB, member RAS oncogene family-like 5	chr7	101318955	101319032	chr7:100748957-100749033:-
n/a	+	0.65	T47D	1	lymphNode	0.36	n/a	chr7	102395976	102396537	chr7:101823429-101823989:+
n/a	+	0.54	cerebellum	0.46	MCF7	1.00	n/a	chr7	102397619	102397698	chr7:101825072-101825150:+
TMEM142B	+	0.6	MCF7	1	lymphNode	0.40	transmembrane protein 142B,transmembrane protei	chr7	102436183	102436333	chr7:101863636-101863785:+
TMEM142B	+	0.57	MCF7	1	lymphNode	0.43	NA	chr7	102436201	102436333	chr7:101863654-101863785:+
TMEM142B	+	0.49	MCF7	1	lymphNode	0.51	transmembrane protein 142B,transmembrane protei	chr7	102436224	102436333	chr7:101863677-101863785:+
DKFZp586I1223,PM	+	0.42	cerebellum	0.59	breast	1.00	mitochondrial processing peptidase beta subunit,Ho	chr7	103307595	103307708	chr7:102735279-102735391:+
MLL5	+	0.34	cerebellum	0.66	MCF7	1.00	myeloid/lymphoid or mixed-lineage leukemia 5,myelo	chr7	105110476	105110602	chr7:104538160-104538285:+
GPR146	+	0.4	breast	0.83	adipose	0.43	G protein-coupled receptor 146,G protein-coupled r	chr7	1056103	1056248	chr7:1062266-1062410:+
BCAP29,AK000878	+	0.28	cerebellum	1	BT474	0.72	B-cell receptor-associated protein BAP29 isoform,H	chr7	107580645	107580864	chr7:107008327-107008545:+
PHF14	+	0.36	MCF7	1	brain	0.64	PHD finger protein 14 isoform 1,PHD finger protein 1	chr7	10982371	10983159	chr7:10988524-10989311:+
KIAA0716,DOCK4	-	0.44	MB435	1	brain	0.56	dedicator of cytokinesis 4,Homo sapiens mRNA for K	chr7	111735053	111735167	chr7:111162346-111162459:-
TMEM168	-	0.73	HME	1	testes	0.27	hypothetical protein LOC64418	chr7	112783697	112784953	chr7:112210989-112212244:-
CAV2	+	0.33	breast	1	lymphNode	0.67	caveolin 2 isoform a and b,caveolin 2 isoform c,Hom	chr7	116500259	116500447	chr7:115927550-115927737:+
IMPDH1	-	0.63	MB435	0.37	lymphNode	1.00	inosine monophosphate dehydrogenase 1 isoform a,	chr7	128409288	128409484	chr7:127836579-127836774:-
CALU	+	0.41	breast	1	skelMuscle	0.59	calumenin precursor,calumenin precursor,Calumeni	chr7	128754261	128754455	chr7:128181552-128181745:+
CALU	+	0.25	BT474	0.37	colon	0.13	calumenin precursor,calumenin precursor,Calumeni	chr7	128754528	128754722	chr7:128181819-128182012:+
FLNC	+	0.93	adipose	1	skelMuscle	0.07	gamma filamin,gamma filamin,	chr7	128849975	128850074	chr7:128277266-128277364:+
ZC3HC1	-	0.27	cerebellum	1	lymphNode	0.73	zinc finger, C3HC type 1,zinc finger, C3HC type 1,	chr7	130024262	130024506	chr7:129451339-129451582:-
KIAA0265	+	0.35	MB435	0.43	testes	0.78	hypothetical protein LOC23008,hypothetical protein	chr7	130096920	130097007	chr7:129523997-129524083:+
CALD1	+	0.73	HME	0.03	colon	0.76	epsin 1,Homo sapiens EH domain-binding mitotic ph caldesmon 1 isoform 3,caldesmon 1 isoform 2,calde	chr7	134935687	134935765	chr7:134270979-134271056:+
CALD1	+	0.8	cerebellum	0.8	HME	0.00	caldesmon 1 isoform 3,caldesmon 1 isoform 2,calde	chr7	134962819	134962934	chr7:134298111-134298225:+
CNOT4	-	0.43	colon	1	testes	0.57	CCR4-NOT transcription complex, subunit 4,CCR4-	chr7	135363853	135364066	chr7:134699146-134699358:-
CREB3L2	-	0.57	breast	1	MB435	0.43	NA	chr7	137928149	137928366	chr7:137263436-137263652:-
MKRN1	-	0.41	T47D	1	liver	0.59	makorin, ring finger protein, 1,makorin, ring finger pr	chr7	140471882	140472011	chr7:139818152-139818280:-
ZNF767,UNQ5808	-	0.26	cerebellum	1	lymphNode	0.74	zinc finger family member 767,Homo sapiens cDNA	chr7	149621045	149621172	chr7:148949070-148949196:-
ACCN3,ABCB8,ASI	+	0.51	cerebellum	1	MCF7	0.49	NA	chr7	151033604	151033917	chr7:150361625-150361937:+
FASTK,DKFZp667F	-	0.43	cerebellum	1	colon	0.57	Fas-activated serine/threonine kinase isoform 1,Fas-	chr7	151079499	151079922	chr7:150407520-150407942:-
DKFZp761E2216,C	+	0.54	MB435	0.12	lymphNode	0.66	centaurin, gamma 3 isoform a,centaurin, gamma 3 is	chr7	151120519	151120745	chr7:150448540-150448765:+
DKFZp761E2216,C	+	0.3	breast	1	adipose	0.71	centaurin, gamma 3 isoform a,centaurin, gamma 3 i	chr7	151138142	151138313	chr7:150466163-150466333:+
DKFZp761E2216,C	+	0.62	cerebellum	0.38	BT474	1.00	NA	chr7	151139978	151140116	chr7:150467999-150468136:+
NUB1	+	0.28	cerebellum	1	lymphNode	0.72	NEDD8 ultimate buster-1,NEDD8 ultimate buster-1,	chr7	151374096	151374201	chr7:150702116-150702220:+
NUB1	+	0.35	cerebellum	1	lymphNode	0.65	NEDD8 ultimate buster-1,NEDD8 ultimate buster-1,	chr7	151374096	151374243	chr7:150702116-150702262:+
MAD1L1,MAD1	-	0.42	cerebellum	1	MB435	0.58	MAD1-like 1 protein,MAD1-like 1 protein,MAD1-like	chr7	2230548	2230724	chr7:2236710-2236885:-
MAD1L1,MAD1	-	0.37	cerebellum	1	MB435	0.63	MAD1-like 1 protein,MAD1-like 1 protein,MAD1-like	chr7	2230548	2230727	chr7:2236710-2236888:-
MAD1L1,MAD1	-	0.43	cerebellum	1	MB435	0.58	MAD1-like 1 protein,MAD1-like 1 protein,MAD1-like	chr7	2230548	2230764	chr7:2236710-2236925:-
n/a	+	0.46	cerebellum	0.54	breast	1.00	n/a	chr7	23185069	23185298	chr7:23191214-23191442:+
C7orf46	+	0.45	adipose	0.12	testes	0.57	hypothetical protein LOC340277,Homo sapiens cDN	chr7	23684498	23684672	chr7:23690643-23690816:+
C7orf27	-	0.3	breast	1	BT474	0.70	HEAT repeat domain-containing protein C7orf27 pre	chr7	2544908	2545056	chr7:2551069-2551216:-
DKFZp761D1923	+	0.37	HME	1	adipose	0.63	Homo sapiens cDNA FLJ30904 fis, clone FEBRA20	chr7	30146176	30146299	chr7:30152318-30152440:+
ADCYAP1R1	+	0.48	cerebellum	1	brain	0.52	adenylate cyclase activating polypeptide 1,adenylate	chr7	31100126	31100210	chr7:31106266-31106349:+
KBTBD2	-	0.65	MB435	0.35	brain	1.00	kelch repeat and BTB (POZ) domain containing 2	chr7	32879434	32879942	chr7:32885572-32886079:-
HERPUD2	-	0.29	cerebellum	0.71	breast	1.00	HERPUD family member 2,HERPUD family membe	chr7	35635134	35635458	chr7:35641270-35641593:-
UCC1,EPDR1	+	0.28	cerebellum	0.72	breast	1.00	ependymin related protein 1 precursor,Homo sapien	chr7	37948839	37949048	chr7:37954967-37955175:+
PSMA2,DKFZp686	-	0.34	MB435	0.66	brain	1.00	proteasome alpha 2 subunit,Hypothetical protein DK	chr7	42926535	42926668	chr7:42932660-42932792:-
C7orf44	-	0.63	cerebellum	1	MB435	0.37	hypothetical protein LOC55744,hypothetical protein	chr7	43632224	43633408	chr7:43638349-43639532:-
G30888,POLM,Pol	-	0.36	cerebellum	1	skelMuscle	0.64	polymerase (DNA directed), mu,POLM protein.,Hom	chr7	44074130	44074530	chr7:44080255-44080654:-
AF131776,CAMKB,	-	0.3	cerebellum	1	skelMuscle	0.70	calcium/calmodulin-dependent protein kinase IIB,ca	chr7	44239588	44239663	chr7:44245713-44245787:-
BC008049,ZMIZ2,H	+	0.55	cerebellum	0.81	lymphNode	0.26	zinc finger, MIZ-type containing 2 isoform 2,zinc fing	chr7	44760150	44760228	chr7:44766275-44766352:+
TBRG4,NR_002990	-	0.61	HME	1	testes	0.39	cell cycle progression 2 protein isoform 2,cell cycle p	chr7	45104098	45104256	chr7:45110223-45110380:-
TBRG4,NR_002990	-	0.26	MCF7	1	lymphNode	0.74	cell cycle progression 2 protein isoform 2,cell cycle	chr7	45104537	45104709	chr7:45110662-45110833:-
UPP1	+	0.47	cerebellum	0.62	MB435	0.15	uridine phosphorylase 1,uridine phosphorylase 1,urid	chr7	48101823	48101982	chr7:48107946-48108104:+
COBL	-	0.57	cerebellum	0.44	BT474	1.00	NA	chr7	51083057	51083228	chr7:51118249-51118419:-
WIPI2	+	0.43	BT474	0.64	testes	0.21	WD repeat domain, phosphoinositide interacting 2,W	chr7	5193117	5193171	chr7:5199275-5199328:+
WIPI2	+	0.27	cerebellum	1	liver	0.73	WD repeat domain, phosphoinositide interacting 2,	chr7	5214534	5214704	chr7:5220692-5220861:+
SUMF2,DKFZp566I	+	0.41	MB435	0.89	T47D	0.49	sulfatase modifying factor 2 isoform a,sulfatase mod	chr7	56074173	56074218	chr7:56109361-56109405:+
GUSB	-	0.47	cerebellum	0.53	breast	1.00	glucuronidase, beta	chr7	65970281	65970366	chr7:65072704-65072788:-
GUSB	-	0.39	colon	0.81	testes	0.42	glucuronidase, beta	chr7	65974918	65975071	chr7:65077341-65077493:-
GUSB	-	0.29	cerebellum	0.71	MCF7	1.00	glucuronidase, beta	chr7	65979398	65979541	chr7:65081821-65081963:-
GUSB	-	0.82	cerebellum	0.18	breast	1.00	glucuronidase, beta	chr7	65979726	65979911	chr7:65082149-65082333:-
ASL	+	0.3	cerebellum	0.7	breast	1.00	argininosuccinate lyase isoform 1,argininosuccinate	chr7	66081802	66081997	chr7:65184225-65184419:+
RCP9	+	0.28	HME	1	adipose	0.72	calcitonin gene-related peptide-receptor,calcitonin g	chr7	66127703	66127740	chr7:65230126-65230162:+
TPST1	+	0.65	MB435	1	T47D	0.35	tyrosylprotein sulfotransferase 1	chr7	66240324	66241270	chr7:65342747-65343692:+
Rabex5,RABGEF1	+	0.73	T47D	1	colon	0.27	RAB guanine nucleotide exchange factor (GEF) 1,H	chr7	66771882	66772078	chr7:65874305-65874500:+
C7orf26	+	0.35	adipose	0.1	testes	0.45	hypothetical protein LOC79034,hypothetical protein	chr7	6607536	6607597	chr7:6613693-6613753:+
C7orf26	+	0.43	cerebellum	0.47	colon	0.04	hypothetical protein LOC79034,hypothetical protein	chr7	6607536	6607851	chr7:6613693-6614007:+
BCL7B	-	0.46	cerebellum	1	lymphNode	0.54	B-cell CLL/lymphoma 7B isoform 1,Homo sapiens m	chr7	73543547	73543644	chr7:72595814-72595910:-
WBSCR22	+	0.27	cerebellum	1	liver	0.74	Williams Beuren syndrome 	chromosome region 22,	chr7	73683766	73684000	chr7:72736033-72736266:+
ELN	+	0.4	adipose	1	testes	0.60	elastin isoform a,elastin isoform e,elastin isoform d,e	chr7	74041215	74041251	chr7:73093482-73093517:+
ELN	+	0.43	adipose	0.2	colon	0.63	elastin isoform a,elastin isoform e,elastin isoform d,e	chr7	74065943	74065997	chr7:73118210-73118263:+
CLIP2,KIAA0291	+	0.74	cerebellum	0.78	colon	0.05	CAP-GLY domain containing linker protein 2,CAP-G	chr7	74372931	74373036	chr7:73425198-73425302:+
RHBDD2	+	0.47	brain	0.39	lymphNode	0.85	rhomboid, veinlet-like 7 isoform a	chr7	75881364	75881486	chr7:75348619-75348740:+
RHBDD2	+	0.5	brain	0.34	lymphNode	0.84	rhomboid, veinlet-like 7 isoform a	chr7	75881364	75881490	chr7:75348619-75348744:+
TMPIT	-	0.29	breast	1	testes	0.71	transmembrane protein induced by tumor necrosis,	chr7	75987537	75987602	chr7:75454792-75454856:-
UNC84A,KIAA0810	+	0.32	brain	1	colon	0.68	unc-84 homolog A,unc-84 homolog A,Homo sapien	chr7	832504	832601	chr7:838668-838764:+
UNC84A,KIAA0810	+	0.36	cerebellum	0.64	MCF7	1.00	unc-84 homolog A,unc-84 homolog A,Homo sapiens	chr7	849519	849603	chr7:855683-855766:+
UNC84A,KIAA0810	+	0.44	MCF7	1	MB435	0.56	unc-84 homolog A,unc-84 homolog A,Homo sapiens	chr7	849922	850033	chr7:856086-856196:+
P53TG1	-	0.36	liver	0.75	testes	0.39	Homo sapiens mRNA for P53TG1-A, complete cds.,	chr7	87345042	87345233	chr7:86812295-86812485:-
KRIT1	-	0.48	cerebellum	1	T47D	0.52	krev interaction trapped 1 isoform 1,krev interaction t	chr7	92245426	92245595	chr7:91712677-91712845:-
KRIT1	-	0.45	MCF7	1	T47D	0.55	krev interaction trapped 1 isoform 1,krev interaction t	chr7	92245464	92245595	chr7:91712715-91712845:-
SGCE	-	0.63	cerebellum	0.37	HME	1.00	sarcoglycan, epsilon,sarcoglycan, epsilon,sarcoglyca	chr7	94599696	94599723	chr7:94066945-94066971:-
ASNS	-	0.79	MCF7	0.21	skelMuscle	1.00	asparagine synthetase,asparagine synthetase,aspar	chr7	97871718	97871996	chr7:97338967-97339244:-
ZNF394	-	0.45	cerebellum	1	adipose	0.55	zinc finger protein 99,Homo sapiens cDNA FLJ1229	chr7	99498715	99498842	chr7:98934275-98934401:-
ZNF655,VIK	+	0.56	cerebellum	1	adipose	0.44	zinc finger protein 655 isoform b,zinc finger protein 6	chr7	99561887	99562494	chr7:98997447-98998053:+
GAL3ST4	-	0.27	MB435	1	testes	0.74	galactose-3-O-sulfotransferase 4,galactose-3-O-sulf	chr7	100166501	100166805	chr7:99602061-99602364:-
GATS	-	0.5	cerebellum	1	MB435	0.50	opposite strand transcription unit to STAG3,opposite	chr7	100211393	100211994	chr7:99646953-99647553:-
GATS	-	0.4	brain	0.6	skelMuscle	1.00	opposite strand transcription unit to STAG3,opposite	chr7	100213046	100213133	chr7:99648606-99648692:-
PILRB,FDFACT2	+	0.25	cerebellum	0.75	breast	1.00	paired immunoglobulin-like type 2 receptor beta,Hom	chr7	100353372	100353483	chr7:99788932-99789042:+
PILRB,FDFACT2	+	0.35	breast	0.65	BT474	1.00	paired immunoglobulin-like type 2 receptor beta,Hom	chr7	100353372	100354012	chr7:99788932-99789571:+
PILRB,FDFACT2	+	0.29	BT474	1	MB435	0.71	paired immunoglobulin-like type 2 receptor beta,Ho	chr7	100353894	100354012	chr7:99789454-99789571:+
PILRA	+	0.39	cerebellum	0.68	adipose	0.29	paired immunoglobulin-like type 2 receptor alpha,pai	chr7	100389887	100390106	chr7:99825447-99825665:+
KIAA0196	-	0.57	BT474	1	HME	0.43	NA	chr8	125083712	125084022	chr8:126165137-126165446:-
NSMCE2	+	0.52	HME	1	lymphNode	0.48	non-SMC element 2 homolog (MMS21, S.,non-SMC	chr8	125102013	125102146	chr8:126183438-126183570:+
NSMCE2	+	0.53	BT474	0.47	HME	1.00	non-SMC element 2 homolog (MMS21, S.,non-SMC	chr8	125102050	125102146	chr8:126183475-126183570:+
DDEF1	-	0.32	breast	1	brain	0.68	development and differentiation enhancing factor,de	chr8	130091972	130092143	chr8:131173401-131173571:-
ST3GAL1	-	0.64	breast	1	MCF7	0.36	sialyltransferase 4A,sialyltransferase 4A,	chr8	133475718	133476600	chr8:134557144-134558025:-
KHDRBS3	+	0.36	MB435	1	testes	0.64	KH domain containing, RNA binding, signal,KH dom	chr8	135645058	135645117	chr8:136726484-136726542:+
PTK2,DKFZp666O0	-	0.28	T47D	0.72	adipose	1.00	PTK2 protein tyrosine kinase 2 isoform b,PTK2 prot	chr8	140879470	140879637	chr8:141958752-141958918:-
PTK2,DKFZp666O0	-	0.64	BT474	0.18	testes	0.82	PTK2 protein tyrosine kinase 2 isoform b,PTK2 prote	chr8	140925660	140925749	chr8:142004942-142005030:-
ZFP41	+	0.41	cerebellum	1	testes	0.59	zinc finger protein 41 homolog,zinc finger protein 41	chr8	143269359	143269520	chr8:144422905-144423065:+
RHPN1	+	0.38	MCF7	1	lymphNode	0.63	rhophilin 1	chr8	143376524	143376653	chr8:144529838-144529966:+
EEF1D	-	0.3	BT474	1	colon	0.70	eukaryotic translation elongation factor 1 delta,euka	chr8	143586218	143586290	chr8:144739532-144739603:-
SCRIB	-	0.95	cerebellum	1	BT474	0.05	scribble isoform a	chr8	143807551	143807614	chr8:144961710-144961772:-
SIAHBP1	-	0.4	cerebellum	0.75	MCF7	0.35	fuse-binding protein-interacting repressor,fuse-bindin	chr8	143820665	143820716	chr8:144974824-144974874:-
n/a	+	0.4	cerebellum	0.75	MCF7	0.35	n/a	chr8	143820665	143820716	chr8:144974824-144974874:+
SIAHBP1	-	0.26	brain	1	lymphNode	0.74	fuse-binding protein-interacting repressor,fuse-bindi	chr8	143824312	143824399	chr8:144978471-144978557:-
SHARPIN	-	0.45	BT474	1	liver	0.55	Homo sapiens hSIPL1A mRNA for shank-interacting	chr8	144099080	144099205	chr8:145225972-145226096:-
DKFZp434P167,DK	+	0.36	cerebellum	0.71	HME	0.35	Hypothetical protein DKFZp434I0113 (Fragment).,K	chr8	144160969	144161089	chr8:145287861-145287980:+
HSF1	+	0.31	BT474	0.39	colon	0.07	heat shock transcription factor 1,Homo sapiens hea	chr8	144312627	144312711	chr8:145507122-145507205:+
SLC39A4	-	0.33	HME	1	MB435	0.67	solute carrier family 39 (zinc transporter),,Homo sap	chr8	144413236	144413389	chr8:145609429-145609581:-
MFSD3	+	0.28	breast	1	MCF7	0.72	major facilitator superfamily domain containing	chr8	144510359	144510507	chr8:145706551-145706698:+
